PATRON,NOTEID,TIMESTAMP,NOTETYPE,ALIAS
11982920012958,6402720,7/19/2024,2,OPD
11982920005151,2746626,11/18/2022,2,OPD
11982920068324,4735663,10/11/2023,2,OPD
11982022122424,655986,11/26/2021,2,CNV
11982002153357,652126,11/26/2021,2,CNV
11982003822364,652133,11/26/2021,2,CNV
11982020681009,662818,11/26/2021,2,CNV
11982920076251,1297217,3/19/2022,2,OPD
11982920029643,4736475,10/11/2023,2,OPD
11982920007362,4240824,7/26/2023,2,OPD
11982920003624,2747267,11/18/2022,2,OPD
11982020499345,658121,11/26/2021,2,CNV
11982003875461,650279,11/26/2021,2,CNV
11982920009130,4240231,7/26/2023,2,OPD
11982920074597,1159539,2/18/2022,2,OPD
11982920074595,1159538,2/18/2022,2,OPD
11982920074594,1159537,2/18/2022,2,OPD
11982020434391,672093,11/26/2021,2,CNV
11982920053109,3365697,3/8/2023,2,OPD
11982920005494,2745870,11/18/2022,2,OPD
11982920037334,2747093,11/18/2022,2,OPD
11982011218324,647609,11/26/2021,2,CNV
11982002733273,654436,11/26/2021,2,CNV
11982920003785,4242739,7/26/2023,2,OPD
11982920007999,1953660,7/15/2022,2,OPD
11982022306050,666561,11/26/2021,2,CNV
11982020092470,666560,11/26/2021,2,CNV
11982920079318,2743987,11/18/2022,2,OPD
11982920071801,2743993,11/18/2022,2,OPD
11982920041086,6403215,7/19/2024,2,OPD
11982920049856,2746044,11/18/2022,2,OPD
11982002164446,652207,11/26/2021,2,CNV
11982002312946,652580,11/26/2021,2,CNV
11982003796196,648561,11/26/2021,2,CNV
11982920001517,2745890,11/18/2022,2,OPD
11982920010211,6403067,7/19/2024,2,OPD
11982920020693,6400999,7/19/2024,2,OPD
11982920025322,2746354,11/18/2022,2,OPD
11982920023971,2745710,11/18/2022,2,OPD
11982920008603,3365566,3/8/2023,2,OPD
11982020064107,657186,11/26/2021,2,CNV
11982920006902,4240313,7/26/2023,2,OPD
11982021909706,663964,11/26/2021,2,CNV
11982920032893,2745282,11/18/2022,2,OPD
11982920072819,3799045,5/19/2023,2,OPD
11982920024168,4240063,7/26/2023,2,OPD
11982920075001,3365934,3/8/2023,2,OPD
11982920075002,3365935,3/8/2023,2,OPD
11982920071911,4242001,7/26/2023,2,OPD
11982920058807,4735886,10/11/2023,2,OPD
11982920027490,2746294,11/18/2022,2,OPD
11982021579095,656967,11/26/2021,2,CNV
11982920048204,6402662,7/19/2024,2,OPD
11982021720434,663965,11/26/2021,2,CNV
11982920002906,4243289,7/26/2023,2,OPD
11982999108784,1954987,7/15/2022,2,OPD
11982011081300,650934,11/26/2021,2,CNV
11982011129612,665624,11/26/2021,2,CNV
11982999109186,2744138,11/18/2022,2,OPD
11982020573412,650609,11/26/2021,2,CNV
11982920012481,6401937,7/19/2024,2,OPD
11982920079822,3363883,3/8/2023,2,OPD
11982021863820,676904,11/26/2021,2,CNV
11982920075435,3964783,6/15/2023,2,OPD
11982920043679,4240676,7/26/2023,2,OPD
11982920007686,4241715,7/26/2023,2,OPD
11982910033002,3241144,2/16/2023,2,OPD
11982920007386,4242225,7/26/2023,2,OPD
11982021388414,655103,11/26/2021,2,CNV
11982920007204,6400782,7/19/2024,2,OPD
11982920009128,4240162,7/26/2023,2,OPD
11982910039261,2746919,11/18/2022,2,OPD
11982920031220,2895836,12/16/2022,2,OPD
11982920047557,2895835,12/16/2022,2,OPD
11982002697700,655803,11/26/2021,2,CNV
11982920080168,4736312,10/11/2023,2,OPD
11982920050501,3241284,2/16/2023,2,OPD
11982920057843,6403533,7/19/2024,2,OPD
11982920021686,2745760,11/18/2022,2,OPD
11982002418453,651223,11/26/2021,2,CNV
11982002675409,647564,11/26/2021,2,CNV
11982920033505,4243033,7/26/2023,2,OPD
11982920002204,2744538,11/18/2022,2,OPD
11982021447335,663759,11/26/2021,2,CNV
11982010105811,647366,11/26/2021,2,CNV
11982010105472,653864,11/26/2021,2,CNV
11982003766991,649207,11/26/2021,2,CNV
11982920008034,4241006,7/26/2023,2,OPD
11982920006989,4241514,7/26/2023,2,OPD
11982003766983,649224,11/26/2021,2,CNV
11982001160809,648674,11/26/2021,2,CNV
11982920082384,3241024,2/16/2023,2,OPD
11982920012407,6401907,7/19/2024,2,OPD
11982920076180,3363812,3/8/2023,2,OPD
11982920041861,3364441,3/8/2023,2,OPD
11982920042246,4242891,7/26/2023,2,OPD
11982920041829,3365741,3/8/2023,2,OPD
11982020388597,648139,11/26/2021,2,CNV
11982920013991,6403164,7/19/2024,2,OPD
11982022367953,648057,11/26/2021,2,CNV
11982920066163,4736431,10/11/2023,2,OPD
11982920008630,6402202,7/19/2024,2,OPD
11982920007590,4240233,7/26/2023,2,OPD
11982920007117,4240448,7/26/2023,2,OPD
11982022345561,654841,11/26/2021,2,CNV
11982920006454,4240057,7/26/2023,2,OPD
11982920003940,4240580,7/26/2023,2,OPD
11982920007469,4240569,7/26/2023,2,OPD
11982021855099,656020,11/26/2021,2,CNV
11982920010522,4241877,7/26/2023,2,OPD
11982011226491,665197,11/26/2021,2,CNV
11982920007077,4242705,7/26/2023,2,OPD
11982010428510,663823,11/26/2021,2,CNV
11982920076701,6402490,7/19/2024,2,OPD
11982910039182,2746057,11/18/2022,2,OPD
11982910039183,2745889,11/18/2022,2,OPD
11982920007315,4240600,7/26/2023,2,OPD
11982920071998,4735832,10/11/2023,2,OPD
11982920058420,3798964,5/19/2023,2,OPD
11982920002092,2746284,11/18/2022,2,OPD
11982020315459,668752,11/26/2021,2,CNV
11982020495210,655400,11/26/2021,2,CNV
11982021600248,660659,11/26/2021,2,CNV
11982920037862,6402516,7/19/2024,2,OPD
11982021578485,667612,11/26/2021,2,CNV
11982022340398,655717,11/26/2021,2,CNV
11982920069714,4242749,7/26/2023,2,OPD
11982920008667,4241661,7/26/2023,2,OPD
11982021886961,651672,11/26/2021,2,CNV
11982920064291,2744054,11/18/2022,2,OPD
11982001675335,650002,11/26/2021,2,CNV
11982021618620,653370,11/26/2021,2,CNV
11982920008272,4240323,7/26/2023,2,OPD
11982010491724,657564,11/26/2021,2,CNV
11982010086771,658367,11/26/2021,2,CNV
11982021367848,671284,11/26/2021,2,CNV
11982920012975,6401670,7/19/2024,2,OPD
11982920008000,4242473,7/26/2023,2,OPD
11982920008169,4240133,7/26/2023,2,OPD
11982020529992,652831,11/26/2021,2,CNV
11982920035322,6403415,7/19/2024,2,OPD
11982920002864,2746690,11/18/2022,2,OPD
11982010099626,651577,11/26/2021,2,CNV
11982020691867,670649,11/26/2021,2,CNV
11982920021107,6402781,7/19/2024,2,OPD
11982021505504,656584,11/26/2021,2,CNV
11982920002148,4242102,7/26/2023,2,OPD
11982920047436,6400438,7/19/2024,2,OPD
11982920015204,6402748,7/19/2024,2,OPD
11982920039729,4736247,10/11/2023,2,OPD
11982920033121,6401493,7/19/2024,2,OPD
11982020072738,665839,11/26/2021,2,CNV
11982920053427,6403312,7/19/2024,2,OPD
11982920005578,2744691,11/18/2022,2,OPD
11982920043142,2744099,11/18/2022,2,OPD
11982920001281,2747081,11/18/2022,2,OPD
11982920013138,6402421,7/19/2024,2,OPD
11982022112425,672680,11/26/2021,2,CNV
11982920014590,6402173,7/19/2024,2,OPD
11982010485635,656862,11/26/2021,2,CNV
11982021878265,665559,11/26/2021,2,CNV
11982021878257,666541,11/26/2021,2,CNV
11982920077971,6402906,7/19/2024,2,OPD
11982008147288,660322,11/26/2021,2,CNV
11982020078289,653952,11/26/2021,2,CNV
11982003797707,656220,11/26/2021,2,CNV
11982920017705,3365640,3/8/2023,2,OPD
11982920011107,2744555,11/18/2022,2,OPD
11982920006711,4243248,7/26/2023,2,OPD
11982920004627,4242464,7/26/2023,2,OPD
11982021307117,654156,11/26/2021,2,CNV
11982920012408,6401635,7/19/2024,2,OPD
11982920076669,1569692,5/11/2022,2,OPD
11982920003005,4241547,7/26/2023,2,OPD
11982011167877,665589,11/26/2021,2,CNV
11982920022155,6401060,7/19/2024,2,OPD
11982920074534,3365054,3/8/2023,2,OPD
11982920002427,2745410,11/18/2022,2,OPD
11982920009428,6400611,7/19/2024,2,OPD
11982910039309,2744672,11/18/2022,2,OPD
11982999108404,2747153,11/18/2022,2,OPD
11982999108985,2744765,11/18/2022,2,OPD
11982920039019,3799070,5/19/2023,2,OPD
11982920004386,2746576,11/18/2022,2,OPD
11982002695571,649949,11/26/2021,2,CNV
11982010518070,665155,11/26/2021,2,CNV
11982022097378,666012,11/26/2021,2,CNV
11982021705260,650822,11/26/2021,2,CNV
11982920053434,6403632,7/19/2024,2,OPD
11982920015594,6403117,7/19/2024,2,OPD
11982920021470,4240703,7/26/2023,2,OPD
11982920013307,6403303,7/19/2024,2,OPD
11982920075777,3364843,3/8/2023,2,OPD
11982920075778,3364064,3/8/2023,2,OPD
11982920067408,3363808,3/8/2023,2,OPD
11982920006238,4241139,7/26/2023,2,OPD
11982920032132,2747380,11/18/2022,2,OPD
11982920008635,6401345,7/19/2024,2,OPD
11982920002296,4242118,7/26/2023,2,OPD
11982920010580,6403466,7/19/2024,2,OPD
11982920044127,4242754,7/26/2023,2,OPD
11982920052103,3363929,3/8/2023,2,OPD
11982920059864,3363914,3/8/2023,2,OPD
11982021729765,653101,11/26/2021,2,CNV
11982020330490,662180,11/26/2021,2,CNV
11982920038122,2747034,11/18/2022,2,OPD
11982920050578,4242101,7/26/2023,2,OPD
11982920038117,4240181,7/26/2023,2,OPD
11982920078925,3647492,4/24/2023,2,OPD
11982920044113,1954857,7/15/2022,2,OPD
11982920044264,6401094,7/19/2024,2,OPD
11982010604441,651411,11/26/2021,2,CNV
11982920075373,6401531,7/19/2024,2,OPD
11982010419550,658030,11/26/2021,2,CNV
11982008061463,657048,11/26/2021,2,CNV
11982020533580,657938,11/26/2021,2,CNV
11982920008017,4240240,7/26/2023,2,OPD
11982022215467,656736,11/26/2021,2,CNV
11982010297063,660151,11/26/2021,2,CNV
11982920064267,4735835,10/11/2023,2,OPD
26098033902531,654118,11/26/2021,2,CNV
11982920015205,6402899,7/19/2024,2,OPD
11982002146419,652069,11/26/2021,2,CNV
11982920008108,4240935,7/26/2023,2,OPD
11982920002248,2745136,11/18/2022,2,OPD
11982001832563,650574,11/26/2021,2,CNV
11982010510374,664217,11/26/2021,2,CNV
11982022472027,664859,11/26/2021,2,CNV
11982021734518,651983,11/26/2021,2,CNV
11982010492458,657602,11/26/2021,2,CNV
11982920054979,3241205,2/16/2023,2,OPD
11982021448739,662086,11/26/2021,2,CNV
11982010440325,658152,11/26/2021,2,CNV
11982920010258,4242526,7/26/2023,2,OPD
11982920015206,6402485,7/19/2024,2,OPD
11982920012409,6402389,7/19/2024,2,OPD
11982021575606,647912,11/26/2021,2,CNV
11982921911118,6772502,9/10/2024,2,OPD
11982920001974,2747256,11/18/2022,2,OPD
11982920001976,2744094,11/18/2022,2,OPD
11982920007119,4240271,7/26/2023,2,OPD
11982920084409,4736383,10/11/2023,2,OPD
11982920084412,4736234,10/11/2023,2,OPD
11982021451394,662539,11/26/2021,2,CNV
11982920069694,4736900,10/11/2023,2,OPD
11982000424487,647737,11/26/2021,2,CNV
11982999108483,2745927,11/18/2022,2,OPD
11982920026344,4240101,7/26/2023,2,OPD
11982920026592,6400539,7/19/2024,2,OPD
11982010425805,649982,11/26/2021,2,CNV
11982003825516,648748,11/26/2021,2,CNV
11982920032038,6402841,7/19/2024,2,OPD
11982920043446,2746451,11/18/2022,2,OPD
11982920052304,2895831,12/16/2022,2,OPD
11982002719298,654173,11/26/2021,2,CNV
11982011258767,664140,11/26/2021,2,CNV
11982008107324,661523,11/26/2021,2,CNV
11982920008745,2745107,11/18/2022,2,OPD
11982920082696,4736113,10/11/2023,2,OPD
11982920082695,4736132,10/11/2023,2,OPD
11982920036909,3365205,3/8/2023,2,OPD
11982920008077,6401797,7/19/2024,2,OPD
11982920012947,4241522,7/26/2023,2,OPD
11982920011554,3365413,3/8/2023,2,OPD
11982920049087,6402619,7/19/2024,2,OPD
11982920072502,3364169,3/8/2023,2,OPD
11982920021742,4240648,7/26/2023,2,OPD
11982920021772,3241303,2/16/2023,2,OPD
11982920015754,4240392,7/26/2023,2,OPD
11982920011082,4242723,7/26/2023,2,OPD
11982920064503,3364095,3/8/2023,2,OPD
11982920053307,4735634,10/11/2023,2,OPD
11982920053309,4735523,10/11/2023,2,OPD
11982920032852,2745598,11/18/2022,2,OPD
11982920082210,2744071,11/18/2022,2,OPD
11982920038228,3240664,2/16/2023,2,OPD
11982920081615,4736547,10/11/2023,2,OPD
11982920008637,6402959,7/19/2024,2,OPD
11982920068731,3647390,4/24/2023,2,OPD
11982920068785,3799019,5/19/2023,2,OPD
11982920042138,3240573,2/16/2023,2,OPD
11982920083489,3647425,4/24/2023,2,OPD
11982920068783,3798965,5/19/2023,2,OPD
11982910038442,2744721,11/18/2022,2,OPD
11982920002300,3365327,3/8/2023,2,OPD
11982920048030,4735597,10/11/2023,2,OPD
11982021745886,668491,11/26/2021,2,CNV
11982920000440,1159421,2/18/2022,2,OPD
11982920071517,3364110,3/8/2023,2,OPD
11982920071300,3647399,4/24/2023,2,OPD
11982920035885,2744703,11/18/2022,2,OPD
11982920068732,3799049,5/19/2023,2,OPD
11982920005271,4241304,7/26/2023,2,OPD
11982920055178,2746748,11/18/2022,2,OPD
11982920068733,3799071,5/19/2023,2,OPD
11982920015061,4736662,10/11/2023,2,OPD
11982920034917,4736593,10/11/2023,2,OPD
11982920027744,4242021,7/26/2023,2,OPD
11982920075398,1223222,3/4/2022,2,OPD
11982920037870,6403284,7/19/2024,2,OPD
11982920075248,3365546,3/8/2023,2,OPD
11982920038459,6403360,7/19/2024,2,OPD
11982920076266,1329910,3/25/2022,2,OPD
11982920076118,1329906,3/25/2022,2,OPD
11982920081431,4736753,10/11/2023,2,OPD
11982920068784,3799078,5/19/2023,2,OPD
11982920068782,3798970,5/19/2023,2,OPD
11982920082005,6403527,7/19/2024,2,OPD
11982920036155,4736404,10/11/2023,2,OPD
11982920036658,6403568,7/19/2024,2,OPD
11982021315540,673269,11/26/2021,2,CNV
11982920003431,4241518,7/26/2023,2,OPD
11982920013399,6401171,7/19/2024,2,OPD
11982920056381,6401808,7/19/2024,2,OPD
11982920078472,6401792,7/19/2024,2,OPD
11982010295034,659933,11/26/2021,2,CNV
11982010536148,664571,11/26/2021,2,CNV
11982010536122,664572,11/26/2021,2,CNV
11982010630354,658455,11/26/2021,2,CNV
11982920070575,4736001,10/11/2023,2,OPD
11982920081656,2744072,11/18/2022,2,OPD
11982920002871,2744114,11/18/2022,2,OPD
11982920051151,6402065,7/19/2024,2,OPD
11982910038304,2746842,11/18/2022,2,OPD
11982920010995,6403570,7/19/2024,2,OPD
11982920055424,2746795,11/18/2022,2,OPD
11982920008638,6401205,7/19/2024,2,OPD
11982920002956,4242586,7/26/2023,2,OPD
11982920055526,4736522,10/11/2023,2,OPD
11982920004433,2745894,11/18/2022,2,OPD
11982920075531,2747526,11/18/2022,2,OPD
11982920037475,4240957,7/26/2023,2,OPD
11982999108789,2747101,11/18/2022,2,OPD
11982999109314,1955491,7/15/2022,2,OPD
11982002493191,648972,11/26/2021,2,CNV
11982920070548,4736207,10/11/2023,2,OPD
11982910038611,3365404,3/8/2023,2,OPD
11982920007212,6400571,7/19/2024,2,OPD
11982021266545,665650,11/26/2021,2,CNV
11982920002303,4243319,7/26/2023,2,OPD
11982920005955,4241034,7/26/2023,2,OPD
11982920071367,3364070,3/8/2023,2,OPD
11982920045446,3240851,2/16/2023,2,OPD
11982920003897,2746722,11/18/2022,2,OPD
11982920061186,3365422,3/8/2023,2,OPD
11982920082131,3647395,4/24/2023,2,OPD
11982920004647,2745802,11/18/2022,2,OPD
11982021652231,651287,11/26/2021,2,CNV
11982920001985,2744385,11/18/2022,2,OPD
11982920012722,6402588,7/19/2024,2,OPD
11982003890379,653681,11/26/2021,2,CNV
11982003890346,654367,11/26/2021,2,CNV
11982920039103,4240061,7/26/2023,2,OPD
11982021326117,650911,11/26/2021,2,CNV
11982003807233,652947,11/26/2021,2,CNV
11982021743485,652986,11/26/2021,2,CNV
11982022452730,674042,11/26/2021,2,CNV
11982920053182,3364315,3/8/2023,2,OPD
11982920034475,4735961,10/11/2023,2,OPD
11982920031817,3365551,3/8/2023,2,OPD
11982920073813,3364317,3/8/2023,2,OPD
11982920031856,4241061,7/26/2023,2,OPD
11982920083357,4736302,10/11/2023,2,OPD
11982920081348,3424196,3/17/2023,2,OPD
11982920058859,3364641,3/8/2023,2,OPD
11982920047543,6403032,7/19/2024,2,OPD
11982022335398,4242934,7/26/2023,2,OPD
11982022488999,673859,11/26/2021,2,CNV
11982920004628,4240193,7/26/2023,2,OPD
11982920035576,3364969,3/8/2023,2,OPD
11982011177785,655126,11/26/2021,2,CNV
11982021452558,655907,11/26/2021,2,CNV
11982021473224,660741,11/26/2021,2,CNV
11982021373879,669550,11/26/2021,2,CNV
11982920074325,4736811,10/11/2023,2,OPD
11982021779778,667276,11/26/2021,2,CNV
11982920074013,4736242,10/11/2023,2,OPD
11982920009385,4242962,7/26/2023,2,OPD
11982920074498,1507273,4/29/2022,2,OPD
11982920013343,6403187,7/19/2024,2,OPD
11982920014077,3365656,3/8/2023,2,OPD
11982920003214,2746783,11/18/2022,2,OPD
11982920030094,4736262,10/11/2023,2,OPD
11982011267834,655975,11/26/2021,2,CNV
11982020209231,666208,11/26/2021,2,CNV
11982920013361,6401584,7/19/2024,2,OPD
11982920015730,6403711,7/19/2024,2,OPD
11982021466939,653676,11/26/2021,2,CNV
11982920031032,4241736,7/26/2023,2,OPD
11982010077036,660595,11/26/2021,2,CNV
11982920007124,4240722,7/26/2023,2,OPD
11982910038819,1954441,7/15/2022,2,OPD
11982920007937,4240930,7/26/2023,2,OPD
11982920009871,6402455,7/19/2024,2,OPD
11982920045136,3240847,2/16/2023,2,OPD
11982010566277,650056,11/26/2021,2,CNV
11982920002310,2745620,11/18/2022,2,OPD
11982920077209,3365165,3/8/2023,2,OPD
11982920082315,3364656,3/8/2023,2,OPD
11982920007264,4241823,7/26/2023,2,OPD
11982011265127,655154,11/26/2021,2,CNV
11982920008309,6401905,7/19/2024,2,OPD
11982021462516,649743,11/26/2021,2,CNV
11982920031747,2747204,11/18/2022,2,OPD
11982920074537,1159536,2/18/2022,2,OPD
11982920068808,1159495,2/18/2022,2,OPD
11982020232886,654143,11/26/2021,2,CNV
11982020367864,665448,11/26/2021,2,CNV
11982920082185,4736499,10/11/2023,2,OPD
11982910038530,4241079,7/26/2023,2,OPD
11982920013445,6402009,7/19/2024,2,OPD
11982920001990,2744831,11/18/2022,2,OPD
11982920045900,3364389,3/8/2023,2,OPD
11982920082558,3424199,3/17/2023,2,OPD
11982021682469,675586,11/26/2021,2,CNV
11982920014214,6402824,7/19/2024,2,OPD
11982021479155,659992,11/26/2021,2,CNV
11982920081391,2743972,11/18/2022,2,OPD
11982920081392,2743970,11/18/2022,2,OPD
11982010123137,657685,11/26/2021,2,CNV
11982020281602,662410,11/26/2021,2,CNV
11982920012307,6402026,7/19/2024,2,OPD
11982020747081,655441,11/26/2021,2,CNV
11982920008915,6400850,7/19/2024,2,OPD
11982920008627,4240619,7/26/2023,2,OPD
11982010421002,663663,11/26/2021,2,CNV
11982920012903,6400844,7/19/2024,2,OPD
11982920002388,2744456,11/18/2022,2,OPD
11982920013304,6403610,7/19/2024,2,OPD
11982920078180,4735704,10/11/2023,2,OPD
11982920012271,6400350,7/19/2024,2,OPD
11982021296450,658595,11/26/2021,2,CNV
11982001753140,650295,11/26/2021,2,CNV
11982008014751,651201,11/26/2021,2,CNV
11982010089858,659267,11/26/2021,2,CNV
11982920002681,4242778,7/26/2023,2,OPD
11982920076311,4241783,7/26/2023,2,OPD
11982021935891,673690,11/26/2021,2,CNV
11982920044237,6400564,7/19/2024,2,OPD
11982001031695,648440,11/26/2021,2,CNV
11982920010579,4242226,7/26/2023,2,OPD
11982920009727,4736812,10/11/2023,2,OPD
11982920008936,4242653,7/26/2023,2,OPD
11982920013139,6403552,7/19/2024,2,OPD
11982010596993,664732,11/26/2021,2,CNV
11982010371314,664796,11/26/2021,2,CNV
11982021815846,650320,11/26/2021,2,CNV
11982920004003,4242570,7/26/2023,2,OPD
11982920075692,3364737,3/8/2023,2,OPD
11982920075757,3365221,3/8/2023,2,OPD
11982920035261,3365209,3/8/2023,2,OPD
11982920079676,6403535,7/19/2024,2,OPD
11982020061004,665946,11/26/2021,2,CNV
11982920038549,2744895,11/18/2022,2,OPD
11982920038552,4242953,7/26/2023,2,OPD
11982920006701,4241564,7/26/2023,2,OPD
11982999109528,2746785,11/18/2022,2,OPD
11982011153398,662472,11/26/2021,2,CNV
11982920011003,6402327,7/19/2024,2,OPD
11982020613242,660440,11/26/2021,2,CNV
11982920043201,2747282,11/18/2022,2,OPD
11982920043184,4240158,7/26/2023,2,OPD
11982021553850,657037,11/26/2021,2,CNV
11982920002174,2744488,11/18/2022,2,OPD
11982920068839,3365873,3/8/2023,2,OPD
11982021403668,661685,11/26/2021,2,CNV
11982920048513,4241814,7/26/2023,2,OPD
11982010099030,651575,11/26/2021,2,CNV
11982021811019,661835,11/26/2021,2,CNV
11982020819054,653207,11/26/2021,2,CNV
11982010069975,652750,11/26/2021,2,CNV
11982021433558,662376,11/26/2021,2,CNV
11982010340020,662411,11/26/2021,2,CNV
11982920009009,4243144,7/26/2023,2,OPD
